0,0,抖音，三个字绝,247,1139,36,109,110,2452,0,_
1,0,鱂僾深お葬ρs,1649,173,198,319,323,1670,1,ｖ18168951123。   18168951123_
2,0,无,37,3987,16,13,13,0,0,_
3,0,火车,0,240,3,0,0,0,0,_
4,0,小欻欻,149,19,18,49,50,2714,0,_
5,0,ζั͡ޓއއއ 青春 ❁,0,33,21,0,0,1563,0,_
6,0,用户4310521091953,2,2273,4,2,2,4632,0,_
7,0,上官踏忆,49,3687,92,5,5,975,1,你只管努力，其他的交给天意。_
8,0,、懒惰☆先生ˉ,32,519,44,14,14,1364,0,_
9,0,ljh€,0,194,4,0,0,0,0,_
10,0,༺SAURON༻,7,2699,44,2,2,497,0,_
11,0,瘦瘦,0,207,8,0,0,55,0,_
12,0,无语,592,102,91,38,39,1331,0,_
13,0,山得得,133,1495,123,2,2,0,1,感谢抖音官方提供这么好的平台。每天更新不同的视频，希望每一个抖音用户能开心每一天。_
14,0,油炸正男火煮小喇叭火烤正男凊蒸冬儿小喇叭,0,4194,19,0,0,32665,0,_
15,0,赵明轩,18,2812,61,0,0,0,0,_
16,0,110,10,9,3,1,1,245,0,_
17,0,用户5750050298628,0,1331,16,0,0,6067,0,_
18,0,迷你世界✨溥何之夏[小飞侠],1203,4992,216,61,61,34450,1,粉丝名字叫夏儿✨爱豆:迪丽热巴，肖战，王一博三生三世十里生永世唯爱热巴✨_
19,0,温~@存,0,555,12,0,0,1618,1,来时不惧风雨，去时何谓人言_
20,0,蟹老板喔～,14,166,55,0,1,10287,0,_
21,0,@NN,34,417,200,3,3,14411,1,心死人死！我是亡灵！_
22,0,毛瑜婷,509,3899,150,447,450,14320,0,_
23,0,MJ & 马先生,126,247,81,81,81,0,1,VX:mj874605253_
24,0,🐒国御茶业🐒信阳毛尖,599,227,178,140,141,327,1,信阳毛尖手工茶～第二代传承人  关注我带你品好茶！_
25,0,万年单身狗,271,147,190,13,156,565,1,感恩！感谢生命中遇到的每个人，不论你给我带来的是欢乐还是忧伤_
26,0,惠,164,58,90,27,28,0,0,_
27,0,小营哥哥,27,108,5,8,8,177,0,_
28,0,王先生,0,279,28,0,0,42885,0,_
29,0,ViP兰,28,1427,36,4,4,8702,0,_
30,0,华,0,23,14,0,0,3206,0,_
31,0,用户4445312207736,0,41,1,0,0,21,0,_
32,0,今晚什么风,3,560,21,1,1,5158,1,饮湖上初晴后雨_
33,0,庆,0,471,39,0,0,4161,1,苏就是说_
34,0,我去外婆哦破,13,987,21,4,4,5991,0,_
35,0,伊人@恋花🌸,0,32,0,0,0,232,0,_
36,0,韩昊霖Finn,4,302,118,1,1,0,1,誓言儿助理_
37,0,九黎,0,3288,61,0,0,4315,0,_
38,0,洁宝宝,354,118,47,79,80,297,1,一生有健康的父母 有位很好的老公然后儿女双全 不言而喻的幸福_
39,0,这位🔥小啊董,221132,67,64185,105,107,90,1,风里雨里，抖音等你！爱你哟！谢谢抖爸爸的每一个热门。_
40,0,可爱轩轩,47,1439,37,0,0,0,0,_
41,0,€⊙▼⊙ᐴ,22,149,69,17,17,256,1,要么不开始，要么一辈子_
42,0,忆往昔@想当年,224,4587,191,22,22,8140,0,_
43,0,赴约人,1,987,6,0,0,0,0,_
44,0,上官,0,1364,3,0,0,1044,0,_
45,0,开心哥,4,91,1,2,2,165,0,_
46,0,张,62,1435,58,15,20,0,0,_
47,0,我是谁的十一,3,159,34,5,5,2936,1,原地踏步无声呼喊，勇往直前毫无阻拦，_
48,0,我想和你看棒球,576,1151,77,53,55,7109,1,“从我决定把你归还给人海的时候✨就从未想过再遇见你”～_
49,0,小云云,2,60,10,0,0,724,0,_
50,0,杨金武,53,84,53,5,7,5945,0,_
51,0,用户1513137971432,0,303,3,0,0,177,0,_
52,0,為妳,12,222,14,1,1,130,1,时间真的挺好，让痛变得不再痛。_
53,0,蓝岛,10,80,24,3,3,275,0,_
54,0,郑老师,59,920,26,0,126,0,0,_
55,0,三草家的小姑娘,253,145,53,83,85,878,1,一个下午，一张桌子，一把椅子，一杯咖啡，一套耳机，一本书，一首单曲循环！_
56,0,血街,5,230,20,1,1,617,0,_
57,0,石头,85,2542,65,15,16,80,1,看清丑恶的嘴脸，远离卑鄙的小人！_
58,0,用户4567281967652,94,784,17,36,37,5107,1,萌萌哒_
59,0,堕落,21,2048,20,9,9,94,0,_
60,0,义和塔拉,10,3411,37,0,0,0,0,_
61,0,难得音乐,47,510,62,2,2,569,0,_
62,0,旅行者wxl,0,80,22,0,0,1503,0,_
63,0,贝贝,0,4,5,0,0,12,0,_
64,0,光爺,0,385,4,0,0,103,0,_
65,0,愁屎了啊,0,36,33,0,0,132,0,_
66,0,H. H莊,259,111,195,27,30,106,0,_
67,0,傲娇怡宝,0,852,20,0,0,0,0,_
68,0,ゞ狼行天下◇,0,71,833,0,0,198,1,逼着你前进的不是前方的微弱光芒，而是身后现实的万丈深渊。_
69,0,14,66,315,1121,19,20,510,1,做一个有心的人儿_
70,0,独眼影视,5,328,69,1,1,725,1,🎈感谢平台🎈感谢大家🎈每天为你剪辑🎈感谢你的留足_
71,0,℡习惯成瘾i,0,132,28,0,0,385,1,本宝宝懒得写签名。_
72,0,战神孤独求败,0,653,10,0,0,4451,0,_
73,0,徐子辉,43,2877,70,10,10,8216,0,_
74,0,記譩箜白洳初,432,167,187,18,18,12561,1,置身事外 谁都可以心平气和，身处其中 谁还能够淡定从容！没有人能够预知未来、可总会有人后悔当初！_
75,0,琳琳🐷,15,3584,45,27,27,4409,0,_
76,0,安稳随意😂,0,26,1,1,1,0,1,做自己的女王。_
77,0,老熟人,136,78,88,20,20,950,1,15670638401_
78,0,残,0,265,3,0,0,338,1,。_
79,0,.,15,40,1,0,0,0,0,_
80,0,ϵ( ＇Θ＇ )϶b—boy杠精八团团长,2,4370,8,2,2,11169,0,_
81,0,黄明,0,1224,8,0,0,629,0,_
82,0,珠圆玉润,21,46,7,2,2,78,0,_
83,0,遇见音乐,2,29,10,0,0,432,1,🔥感谢平台 🔥🔥感谢抖音🔥🔥感谢各界的精英朋友们🔥🔥我也没什么才艺也没什么手艺就是喜欢音乐 喜欢交朋友如果你也喜欢那就给我一个关注吧✔谢谢朋友们家人们的支持V:17007293444_
84,0,用户1495041392213,0,1978,9,0,7,0,0,_
85,0,不诉离殇,37,350,262,0,0,0,0,_
86,0,HELL孤殇,15,2683,21,5,6,10010,0,_
87,0,我我我是我呢,419,469,33,32,44,0,0,_
88,0,ksw,43,197,39,8,9,162,1,有好听的歌推荐推荐，我唱给你听❤_
89,0,319,10329,3793,1059,10,10,13044,0,_
90,0,健康管理中心～胡老师,69,28,67,8,9,1371,0,_
91,0,无味,67,949,37,8,8,0,0,_
92,0,@ⅠT.顾家浩浩,8,3830,68,3,3,7505,1,从不取关！😘永远爱谦谦！Love   白洋谦！ 嘿嘿！_
93,0,用户9361366482195,0,1134,3,0,0,1,0,_
94,0,中华,0,3025,57,0,0,13589,0,_
95,0,青水,0,4517,15,0,0,23036,0,_
96,0,满嘴的樱桃汁🍒,8,73,16,1,1,638,0,_
97,0,查思语,0,2336,5,0,0,668,0,_
98,0,孤已i,0,2329,22,0,0,1623,0,_
99,0,☞谁懂人心冷暖☜,0,1315,37,0,5,469,0,_
100,0,我里giao,0,209,4,0,0,239,0,_
101,0,执念,0,48,15,0,0,0,0,_
102,0,用户7335320945484,61,3274,53,56,56,1934,0,_
103,0,刘小果。,123,1890,78,22,22,9540,0,_
104,0,郑以英,0,666,1,0,0,1752,0,_
105,0,用户5255909448970,0,1875,9,1,1,3521,0,_
106,0,白嗨,19,2805,5,6,6,54491,0,_
107,0,皓龙曦,407,4089,121,45,45,5618,1,音无结弦之时，悦动天使之心。立于浮华之世，奏响天籁之音。_
108,0,用户8549644500746,0,424,0,0,0,474,0,_
109,0,霸宋,0,424,0,0,0,0,0,_
110,0,。？！,0,3534,5,0,0,10440,0,_
111,0,用户7973256288857,9,65,1,10,10,161,0,_
112,0,神鬼七三,0,3279,12,0,0,24555,0,_
113,0,DM48,3469,2179,251,117,124,10468,1,作品首次突破100_
114,0,zhang,0,4756,5,0,0,0,0,_
115,0,铭,0,1383,10,0,0,1158,0,_
116,0,破晓,14,4707,62,7,7,1334,0,_
117,0,用户2626375677552,0,44,5,0,0,130,0,_
118,0,酸奶西瓜🇨🇳,0,325,4,0,0,1143,0,_
119,0,这个网名不太长。,10,394,30,0,0,7249,1,开心快乐每一天😊_
120,0,ALIANG-YQ,45,1080,46,14,14,6608,0,_
121,0,墨墨子,20,270,18,8,8,161,0,_
122,0,12345上山打老虎,0,594,3,0,0,537,0,_
123,0,皓月清凉,0,234,0,0,0,324,0,_
124,0,无奈,0,408,104,0,0,576,1,早知如此绊人心，何如当初莫相识！_
125,0,唯爱,4,12,17,2,2,7,0,_
126,0,传奇少先队,15,5,29,3,4,189,1,Do  Notning  Club_
127,0,孤獨的旅人,1,31,5,0,7,2,0,_
128,0,天气来了咯,11,1185,7,2,9,2086,0,_
129,0,灿烂星河,0,3682,33,0,0,37608,0,_
130,0,热血少年、,55,503,8,18,18,861,0,_
131,0,叶子,528,200,149,68,74,767,0,_
132,0,哼！爱情！一文不值,0,1175,1,0,0,3739,0,_
133,0,跟谁俩呢,0,28,5,0,0,447,0,_
134,0,国尊（大连）区块链技术有限公司,2798,419,118,19,23,107,0,_
135,0,靓仔,0,402,68,0,1,634,0,_
136,0,裴二狗子🐶,46,4640,46,1,1,0,1,感谢老婆大人赐名☺️_
137,0,用户6782253197938,0,1773,14,0,0,4731,0,_
138,0,超爱游戏和动漫的皮卡丘,5,3629,22,11,11,4459,0,_
139,0,明,1,53,5,1,2,139,1,不以物喜，不以己悲。_
140,0,满城烟雨客.,0,3760,43,0,0,1910,0,_
141,0,jiu'jiujil,0,366,22,0,0,1060,0,_
142,0,执雨十三,63,1112,59,12,12,3992,1,奈何桥边彼岸花开三生石上刻字为雨_
143,0,X:战警,2,2132,7,3,3,3328,0,_
144,0,伯牙琴断弦,42,103,1066,55,68,56833,0,_
145,0,劉先生_,0,53,12,0,0,1249,1,星河不及你_
146,0,雪,115,137,41,26,38,267,0,_
147,0,秋天,1394,201,147,65,66,5113,0,_
148,0,破图,1156,203,53,136,136,1077,0,_
149,0,冷风的粉丝,0,1372,9,0,1,27130,0,_
150,0,小丑八怪,23,191,15,7,7,13004,0,_
151,0,余温,0,501,5,0,0,2444,0,_
152,0,mr.zhang.,0,223,33,0,0,0,0,_
153,0,班班来了,5,392,1,2,2,2241,0,_
154,0,我的那个他是什么样子的,0,3504,33,0,0,16713,1,一生想要做的事:我想去旅游，天南地北到处玩，人生短短几十年，该吃吃，该喝喝该玩就玩，何必为难自己，做自己想做的事，不必在意别人怎么说，小时候听爸妈长辈们的话，上学了听老师校长的话，长大了就应该听听自己的话，做自己认为对的，不留遗憾，我确实是不如别人，可是，这就是我，是真实的我，我就是要做我自己，我为什么要跟别人一样呢！！_
155,0,疯狂的兔子,0,4371,181,0,0,6834,0,_
156,0,刘睿麟,2,350,6,1,1,833,1,写点啥嘞_
157,0,蒋小浪🍃,37,798,51,6,6,4229,1,希望我的梦永远不要醒。_
158,0,经典🎱影剪🐒,1322,56,225,20,20,17618,1,分享好看的电影🐒每天更新😜如果你觉的好看👄点赞加关注哦😄感谢大家的支持😀感谢抖音平台🤪_
159,0,温馨的港湾,86,590,26,17,17,2126,0,_
160,0,赵雨佳,4215,358,328,167,168,13225,1,树高万丈不万根、人高万丈不忘本。_
161,0,开了大的诸葛,0,974,2,0,0,9175,0,_
162,0,豫鑫木业一张涛,645,4795,575,29,31,10213,0,_
163,0,风霜漫天迷我眼,0,959,17,0,0,4390,0,_
164,0,道友,0,3415,44,0,0,36720,0,_
165,0,情杀寒玖洛洛,2,3149,15,1,1,3929,0,_
166,0,qzuser,0,147,36,0,0,2502,0,_
167,0,Monee3794,11,152,25,3,5,2296,0,_
168,0,毛123(聊天),33,1074,21,8,8,6905,1,王者荣耀心理咨询师。_
169,0,无名,16,1668,17,0,0,0,0,_
170,0,123,11,970,17,1,1,4054,0,_
171,0,辣根哥哥,0,48,1,0,0,188,0,_
